candidate,party,receipts,disbursements,ind_contributors
"KOLB, BRIAN M",REP,0,0,0
"KOLBER, VINCE",REP,0,6134.48,0
"KOPPELMAN, KIM A",REP,0,5,0
"KOPSER, JOSEPH",DEM,3251481.82,3236438.68,2766238.12
"KOTICK, MICHAEL",DEM,531818.3,528815.97,205022.65
"KOVACH, JANICE",DEM,0,0,0
"KOVACS, WILLIAM RICHARD",DEM,82954.99,61288.71,51602.32
"KOWALL, MICHAEL W",REP,325931.1,325931.1,211056
"KOZELL, RICK",REP,0,406.52,0
"KRANTZ, CATHERINE",DEM,29171.29,34031.58,24156.72
"KRAUS, STEVEN WAYNE MR.",REP,41064.23,40950.16,36184
"KRAUSE, RYAN PATRICK",REP,29903.07,29430.15,10918.39
"KREBS, SHANTEL",REP,685166.15,646445.88,650337.79
"KREEGEL, PAIGE VANIER",REP,0,0,0
"KREMER, AMY",REP,19852,17583.34,4852
"KRESGE, BRIAN PHILLIP MR",LIB,25,0,0
"KRISHNAMOORTHI, S. RAJA",DEM,5315280.21,1964491.13,4272676.57
"KUBALA, DIRK",LIB,2836,2836,700
"KULA, SHANNON",DEM,149648.39,148215.06,70188.39
"KULIKOWSKI, JAIMIE BLACKLIGHT POLISH J",REP,119858.75,0,0
"KULKARNI, SRI PRESTON",DEM,1637103.82,1609335.83,1443012.95
"KUMAR, ANIL",DEM,13314.29,29936.84,0
"KUMAR, LOKESH",REP,33551.52,33551.52,100
"KUNDRATA, FREDERICK LOUIS III",DEM,0,0,0
"KUNIEGEL, ROBERT JOSEPH",REP,162861.81,162861.52,1280
"KURITA, ROSALIND",DEM,474,48500,0
"KURZON, JEFFREY M",DEM,9395.78,10517.76,5772.67
"KUSHMER, DANNY",REP,77077.25,77077.25,25077.25
"KUSTER, ANN MCLANE",DEM,3372279.47,3357381.2,2139892.27
"KUSTOFF, DAVID",REP,1792247.33,1835725.94,1055042.1
"KUZMICH, STEPHEN",IND,27900,0,27900
"L'ITALIEN, BARBARA",DEM,872553.82,869752.97,726945.62
"LABATE, STEPHEN A",REP,0,0,0
"LABRADOR, RAUL R. HON.",REP,128495.85,127897.2,44271
"LABRIOLA, JERRY JR.",REP,0,0,0
"LAFALCE, JOHN J",DEM,60932.87,106117.48,0
"LAHOOD, DARIN MCKAY",REP,2503514.93,1233388.4,964402.19
"LAKE, JEANNINE LEE",DEM,100644.9,101754.84,89455.1
"LALLY, GRANT M",REP,13.72,0,0
"LAMAGNA, DAL",DEM,76260.28,84229.24,418
"LAMALFA, DOUG",REP,1034565.26,1095659.91,577725.18
"LAMB, CONOR",DEM,9145124.54,8898568.71,8200408.15
"LAMB, JONATHAN M.",REP,868142.41,867726.31,46931.15
"LAMBERT, GARY",REP,0,0,0
"LAMBERT, RUSSELL RENE",REP,140,0,140
"LAMBORN, DOUGLAS",REP,680006.17,780249.79,221106.17
"LAMONTAGNE, OVIDE MARC",REP,0,141.94,0
"LANCE, LEONARD",REP,2650511.07,2747582.63,1408923.44
"LANCMAN, RORY",WFP,5,2601.32,0
"LAND, TERRI LYNN",REP,40398,100451,0
"LANDRIEU, GARY C",DEM,0,0,0
"LANDRY, JEFFREY M",REP,39725,40490.75,1100
"LANGE, WERNER",DEM,797,755,97
"LANGEVIN, JAMES R. HONORABLE",DEM,1158877.53,767826.25,603184.72
"LANGLINAIS, DAVID CHARLES",IND,1666.11,1668.11,1571.11
"LANKFORD, JAMES PAUL",REP,629534.01,561617.84,323453
"LANKFORD, JAMES PAUL MR.",REP,629534.01,561617.84,323453
"LAPOLICE, ALAN",DEM,215396.38,214415.67,211196.38
"LARA, BRIAN",REP,0,0,0
"LARA, DAMIAN",DEM,477889.7,477889.7,132458.03
"LAROSE, JOSUE",REP,0,0,0
"LAROUCHE, LYNDON H JR",DEM,0,50,0
"LARSEN, KRISTOPHER WILLIAM DR.",DEM,15136,7608,11196
"LARSEN, RICK",DEM,1148126.68,1019798.94,302704.85
"LARSON, JOHN B",DEM,1631723.79,1696552.75,473228.86
"LASEE, FRANK",REP,125,1116.91,125
"LASEE, FRANK G",REP,125,1116.91,125
"LASHAR, JAMES DAVID",LIB,27301.52,27165.8,21524.52
"LATHAM, THOMAS",REP,1000,50946.15,0
"LATOURETTE, STEVEN C",REP,0,82470.8,0
"LATTA, ROBERT EDWARD",REP,1583581.29,1756583.73,493224.95
"LAUTENBERG, FRANK R",DEM,0,0,0
"LAUZEN, CHRIS",REP,0,84,0
"LAVE, KENNETH J.",DEM,5423.68,5429.12,2550
"LAW, ALEXANDER",DEM,0,0,0
"LAW, PHILIP",REP,92853.76,91960.44,17425
"LAWHORN, ZANE RENEE",LIB,0,0,0
"LAWRENCE, BRENDA LULENAR",DEM,918529.48,583591.04,308414.95
"LAWRENCE, DERICKSON K",DEM,4620,3404.28,1270
"LAWRENCE, JIM",REP,250,126,250
"LAWRENCE, MARY",DFL,0,8085.35,0
"LAWRENCE, MICHELE",DEM,339187.49,374177.89,26182.09
"LAWRENCE, ROBERT MR",REP,12152,12150,3265
"LAWSON, ALFRED JR",DEM,679132.77,716893.53,228432.5
"LAX MILLER, LORETTA",DEM,1525,1195,1525
"LEACH, DAYLIN B",DEM,547361.09,547361.09,499980.26
"LEAHY, PATRICK J",DEM,462076.85,797052.62,270298.63
"LEARNED, ANDREW",DEM,369226.46,361966.81,353132.49
"LEATHERWOOD, THOMAS F III",REP,0,0,0
"LEAVENS, DREW EUGENE",DEM,0,750,0
"LEDOUX, GABRIELLE R",REP,0,540033,0
"LEE, BARBARA",DEM,1875867.26,1781695.78,1427184.47
"LEE, HERBERT",DEM,1064247.19,1057258.46,1
"LEE, HUHNKIE",REP,789.85,1420.89,75
"LEE, MICHELLE DENISE",DEM,64189.35,65688.62,62767.35
"LEE, MIKE",REP,693219.22,799937.89,513413.39
"LEE, OTTO",DEM,0,0,0
"LEE, SHEILA JACKSON",DEM,731012.49,767512.22,462315.42
"LEE, SUSIE",DEM,5087840.82,5075147.2,3441827.73
"LEEDER, VIRGINIA LOUISE",DEM,85945.19,85051.51,85845.19
"LEGGETT, SUZI",DEM,43295.81,43295.81,43295.81
"LEIB, BRYAN",DEM,18077,11021.05,17377
"LEIBSOHN, SETH MR.",REP,144447.34,133235.54,141946.73
"LEINER, WILLIAM JR.",DEM,14175.86,15558.93,12240.86
"LEITZEL, DUSTIN JOHN",DEM,5603,3696,5124
"LENEGHAN, MELANIE ANN MRS.",REP,586332.1,586115.61,360576.14
"LEONARD, NICK",DEM,2775,2499,1575
"LEROY, DAVID H",REP,362407.68,362407.68,240834.18
"LESKO, DEBBIE",REP,2103473.83,2032633.16,1450890.6
"LESTER, RICHARD KENT",DEM,209924.9,209924.9,29259.9
"LETT, CRYSTAL LYNN",DEM,2770,2770,2770
"LEVARIO, MIGUEL ANTONIO MR. PHD",DEM,103195.04,103195.04,93088.79
"LEVELL, BRUCE E",REP,65531,60014.96,65301
"LEVENE, ALLAN MR.",REP,0,219.45,0
"LEVENSON, STEWART",REP,514562.19,514562.19,158996.69
"LEVIN, ANDY",DEM,1492163.61,1473055.48,963024.14
"LEVIN, MIKE",DEM,6055213.14,5497153.67,4769047.65
"LEVIN, NAOMI",REP,82474,79218.12,80614
"LEVIN, SANDER M MR",DEM,101921.22,241546.66,14537.54
"LEVINE, MARK HERBERT",DEM,860,860,860
"LEWIS JR, JULIAN BISHOP",IND,0,0,0
"LEWIS, ANDREW",REP,215241.73,215241.73,203960.51
"LEWIS, JASON MARK MR.",REP,2925836.18,2928309.64,1405992.14
"LEWIS, JENNIFER LYNN",DEM,436895.65,426748.86,427479.65
"LEWIS, JOHN R.",DEM,3986261.73,2068963.45,3399684.33
"LEWIS, JONATHAN",DEM,893196,893196,231831.35
"LEWIS, KATHYRN",REP,6675,5735.28,2675
"LI, LINDY",DEM,161558,280795.32,161558
"LIBERATORE, PHIL",REP,250772,225127.3,152372
"LIEBNITZKY, WAYNE",REP,71506.89,71507.85,59252.91
"LIEGEOIS, BEAU",DEM,357967.72,343473.92,339419.65
"LIEN, DAVID",REP,17745,19382.76,15595
"LIEU, TED",DEM,1785339.23,974393.02,1294042.54
"LIGHTNER, PATRICIA",REP,0,0,0
"LINARES, GUILLERMO",DEM,0,0,0
"LINDBECK, STEVE",DEM,33277.59,37489.27,0
"LINDERMAN, HANK",DEM,183296.01,174079.9,159224.06
"LINDSTROM, BETH",REP,1621187.58,1621186.53,1280510.18
"LINGLE, LINDA",REP,0,111,0
"LINN, MAX",REP,249886,249886,340
"LINSENMAYER, RAYMOND",DEM,57397.87,58570.68,56397.87
"LIPINSKI, DANIEL WILLIAM WILLIAM",DEM,1593926.79,2402064.62,696717.24
"LIPTON, ELLEN",DEM,1403536.62,1403536.62,841890.87
"LITTLE, ANNA C",REP,0,0,0
"LITTLE, PATRICK",REP,13653,13111,13553
"LITTLEFIELD, JAMES PATRICK",DEM,77088.41,77296.36,77088.41
"LITTON, TODD CATLETT",DEM,1536148.54,1515116.21,1419001.54
"LIVENGOOD, MARLA",REP,99966.73,97462.93,97503.62
"LLOP, WILLIAM",REP,2500,24895.51,2500
"LLOYD, JAMES",REP,0,0,0
"LLOYD, JUNE LA'GAY",IND,0,0,0
"LLOYD, LISA",REP,20253,23112,4570
"LLOYD, SARAH",DEM,300,8088.54,0
"LOBIONDO, FRANK A.",REP,410966.38,532311.16,96865
"LOEBSACK, DAVID WAYNE",DEM,2062525.8,2354379.5,935852.43
"LOFGREN, ZOE",DEM,1733955.08,1872385.37,981418.48
"LOGUE, DANIEL",REP,0,0,0
"LOMBARD, LAURA",DEM,112949.81,112949.81,102089.7
"LONDON, CATHLEEN GREENBERG DR",DEM,59524.26,13751.13,59524.26
"LONDRIGAN, BETSY DIRKSEN",DEM,4258543.71,4257797.06,3371794.99
"LONEGAN, STEVEN",REP,0,0,0
"LONEGAN, STEVEN",REP,1557334.29,1554562.9,467856.13
"LONG, BILLY MR.",REP,1530792.88,1247421.45,504379.63
"LONG, CAROLYN N.",DEM,3883284,3853132.37,3226617.97
"LONG, CHRIS",REP,0,0,0
"LONG, MARTIN",DEM,0,6,0
"LONG, WENDY",REP,4058,66961.5,2348
"LONGJOHN, MATT",DEM,1453674.97,1453154.04,1300383.16
"LOPEZ-CERVANTEZ, JOANNE SELENA MS",IND,0,0,0
"LOPEZ, PETER D",REP,0,17142.45,0
"LOPEZ, RAYMOND ANTHONY MR.",DEM,4350,4350,4350
"LORCH, MARK WAYNE",REP,8109.36,8109.36,3700
"LORENTZ, MICHAEL L",DEM,0,2107.65,0
"LOUDERMILK, BARRY",REP,849040.16,664052.54,251125.45
"LOUGH, STEPHEN HARRISON",DEM,15022.36,10187.33,6025
"LOVAS, PHIL",REP,318412.83,318412.83,251617
"LOVE, JAY K",REP,0,0,0
"LOVE, JOHN DENNIS",DEM,21235.51,21310.93,21135.51
"LOVE, MIA",REP,5867354.72,5951840.23,4538873.18
"LOVE, PAM",REP,75,0,0
"LOVE, SHIRLEY",DEM,64000,15105,4000
"LOVVORN, TRACY LYN",REP,38825.81,36419.65,6964
"LOWDEN, SUE",REP,61027.03,61027.03,0
"LOWE, DONALD EUGENE",DEM,0,0,699
"LOWE, THUY",REP,0,0,0
"LOWENTHAL, ALAN",DEM,714680.26,631673.27,262268.68
"LOWEY, NITA M",DEM,1610875.71,1349827.64,1074870.57
"LUCAS, CONRAD G. MR. II",REP,407288,406613.15,145788
"LUCAS, FRANK D.",REP,1083594.93,1038306.04,148656.61
"LUCIUS, CASEY",REP,0,1940.55,0
"LUDMIR, DANIEL",DEM,0,0,0
"LUETKEMEYER, W BLAINE",REP,2340678.81,1935651.17,576745
"LUJAN GRISHAM, MICHELLE",DEM,37415.46,60232.31,1176.78
"LUJAN, BEN R MR.",DEM,1963783.67,2352262.18,598484.29
"LUKSIK, PEG",REP,0,0,0
"LUMMIS, CYNTHIA MARIE",REP,0,108878.93,0
"LUNKENHEIMER, ASHLEY",DEM,884076.29,883176.29,502535.84
"LURIA, ELAINE",DEM,4278196.33,4270824.21,2950198.92
"LURIE, JUSTIN LEONARD",REP,10018.54,10018.54,4476
"LUTTRELL, MARK H JR",REP,3501.1,5119.82,0
"LUTZ JR, DANIEL P ""DANNY""",MTP,2230,2121,50
"LUTZ, MARY ANN",DEM,53846.47,34869.29,53622.35
"LYLES, TAMIKA",DEM,6344,3928.37,2344
"LYNCH, HOLLY",DEM,515371.17,499948.11,13797.17
"LYNCH, MATT",REP,48132.84,53198.56,46809.98
"LYNCH, STEPHEN",DEM,860217.73,511996.73,538060.73
"LYNCH, WILLIAM J",DEM,0,0,0
"LYNN, ERIC",DEM,3030.83,10259.5,0
"LYRAS, LOUIS GEORGE",NON,30015.4,23922.8,0
"LYTTON, ALVA",DEM,23298.98,20631.92,5979.87
"MAC, STEVEN",DEM,31150.81,32887.28,31150.8
"MACARTHUR, THOMAS",REP,4784732.83,4764500.11,1328624.78
"MACE, NANCY",REP,0,11316,0
"MACEK, DENNIS FRANK",REP,28600,28634,1214
"MACGOVERN, JOHN",REP,4510.09,5295,4385
"MACHAT, STEVEN",DEM,6328.18,6959.16,6328.18
"MACK, RICHARD",REP,72709.69,72709.69,40277.69
"MACKENZIE, MARK S",DEM,352081.05,354629.83,52914.02
"MACKENZIE, RYAN EDWARD",REP,267161.88,191137.8,217732.88
"MACKENZIE, STEPHEN",REP,14861.53,14425.36,5713.2
"MACKENZIE, STEPHEN M.",REP,630.62,993.69,0.66
"MACKEY, ANDREW R.",DEM,1982.79,1982.66,1676
"MACKEY, JOSEPH WILLIAM MR",DEM,9996.69,9773.02,9848.02
"MACKLER, JAMES",DEM,980898,971804.49,975359
"MADDEN, PATRICK",DEM,22247.01,22247.01,20184.01
"MADDUX, DAVID JACKSON",REP,24781.21,25882.29,223.98
"MADUENO, VIRGINIA",DEM,355454.26,355954.26,313931.7
"MAGNUSON, CAMERON",DEM,4507.59,4507.59,205.46
"MAHENDRA, SUJEET BOBBY NARENDRA",DEM,9807,11242,2807
"MAHN, DANIEL TODD",REP,0,0,0
"MAHONEY, SEAN",REP,0,0,0
"MAHONY, JOSH",DEM,266234.41,265214.3,127828.21
"MAJORS, BRUCE",LIB,0,693,0
"MALARSIE, MARY",IND,111047.22,106064.22,0
"MALDONADO, JOSEPH A",LIB,1094,0,0
"MALEK, LUCAS TODD",REP,301075.43,301075.43,205159.72
"MALIK, ANITA",DEM,397776.28,391755.8,359141.69
"MALIK, DEAN",REP,74197,66420.56,35297
"MALIK, DEAN H MR",REP,74197,66420.56,35297
"MALIK, SILKY",DEM,19431.18,19523.63,4318
"MALINOWSKI, TOM",DEM,6306928.1,6246478.55,5119597.43
"MALLARD, KAREN POWERS MRS.",DEM,75293.38,75293.38,66260.54
"MALLOY, JEFFREY",DEM,1089,4501.19,1089
"MALONE, BOPHA",DEM,78731.09,72074.26,78731.09
"MALONEY, CAROLYN B.",DEM,2057782.1,2407391.51,1172000.4
"MALONEY, JAMES",DEM,0.19,5335,0
"MALONEY, SEAN PATRICK",DEM,2710573.59,4431885.61,1747607.41
"MANCHIN III, JOE",DEM,8420591.86,7802322.74,5732531.36
"MANDEL, JOSH",REP,4516257.43,2572742.31,2202371
"MANDEL, JOSHUA A",REP,4516257.43,2572742.31,2202371
"MANDELBLATT, LISA",DEM,696836.72,635099.42,387935.46
"MANELSKI, DEVON MARCUS",IND,6017,7255,0
"MANESS, ROBERT L COL. RET",REP,0,5624,0
"MANJARRES, JAVIER",REP,87122.16,87122.16,79609.09
"MANN, CHRISTINE EADY",DEM,95312,92526.04,86235.01
"MANN, TRACEY ROBERT",REP,550,2056.08,0
"MANNING, CHELSEA ELIZABETH",DEM,94692,94691.53,80617
"MANNING, CHRISTOPHER",LIB,7956.79,7243.62,4073.37
"MANNING, KATHY",DEM,4211689.46,4206037.12,3043295.24
"MANNO, ROGER",DEM,442709.56,405554.74,206196.48
"MANTANONA, NICHOLAS BRENT MR.",IND,3500,3500,3500
"MANTEY, DALE S",DEM,25471,14878.37,21471
"MAPP, CHRIS",REP,47924.5,52442.4,20240
"MAPP, CHRISTOPHER KEVIN",REP,47924.5,52442.4,20240
"MARCH, ANTHONY JAMES",DEM,820.63,820.63,545
"MARCHAND, STEVE",DEM,0,0,0
"MARCHANT, KENNY E MR.",REP,1243732.28,1103925.68,262713
"MARGALIS, TONY",DEM,3220.53,3220.53,100
"MARGOLIES-MEZVINSKY, MARJORIE",DEM,0,0,0
"MARINO, THOMAS ANTHONY",REP,790356.69,895980.1,351550.61
"MARKEY, EDWARD JOHN MR",DEM,2041736.09,1276987.04,1719107.56
"MARKS, DOUG",LIB,5575,166,5575
"MARKS, STEPHEN",REP,450000,450000,0
"MARQUEZ PETERSON, LEA",REP,1466445.23,1457230.95,1105238.11
"MARSHALL, JENNIFER",DEM,140620.48,118907.36,138400.48
"MARSHALL, ROBERT",DEM,2006,12,0
"MARSHALL, ROBERT",DEM,2006,12,0
"MARSHALL, ROBERT G",REP,0,310.83,0
"MARSHALL, ROBERT G",REP,0,0,0
"MARSHALL, ROGER W",REP,1343114.41,753188.46,366408.47
"MARSHALL, RONALD WILLIAM",DEM,3661.07,3512.34,16.07
"MARSICANO, MICHAEL PAUL",DEM,0,0,0
"MARTER, JAMES THOMAS",REP,63710.98,63290.19,20024
"MARTER, JAMES THOMAS",REP,290,609.3,0
"MARTIAN, CHRISTOPHER JAMES",DEM,0,0,0
"MARTIN, BRANDON RAY",REP,39639.59,39639.59,38319.48
"MARTIN, ERNEST YORIHIKO",DEM,393973,393973,378838
"MARTIN, HENRY ROBERT",DEM,34426.36,42895.31,33568.73
"MARTINEZ, DAMON P",DEM,757679.56,756604.88,548360.24
"MARTINEZ, TONY",DEM,29497.5,29497.5,28497.5
"MARTINS, JACK",REP,750,31538.44,0
"MARTS, TOLA",DEM,74353.87,74353.87,73493.85
"MARTZ, EMILY",DEM,250823.86,250642.49,224133.87
"MARVIN, LARRY",DEM,35207.23,32511,0
"MARYOTT, BRIAN",REP,760193.75,750435.93,52178
"MASON, RAZ",DEM,8660,8797.42,8658
"MASSA, ERIC JJ",DEM,0,16500,0
"MASSENGALE, JEREMY MR.",REP,1539.94,1462.58,632.97
"MASSIE, THOMAS H.",REP,376492.13,395746.29,207849.46
"MAST, BRIAN",REP,6120277.95,6047403.46,4345370.94
"MASTERMAN-SMITH, MIKE",DEM,20100.06,4082.92,1980.92
"MASTERS, PAUL MICHAEL DREXEL UNI JR",REP,50,360,0
"MASTO, CATHERINE CORTEZ",DEM,2500545.83,1651211.87,1871028.43
"MASTRIANNI, DAVID",DEM,78807.36,78165.91,5260
"MASTRIANO, DOUGLAS PH.D. COL PH.D",REP,57254.16,57254.16,55247
"MATEMU, JAPHETH",LIB,24127.69,24698.18,4137.07
"MATERNOWSKI, TODD",DEM,5731,5709.42,5731
"MATHENY, JUDD",REP,276131.91,276131.91,257076.09
"MATHESON, JAMES DAVID",DEM,261.54,10757.37,0
"MATHIS, NATHAN",DEM,0,0,0
"MATIAS, JUANA",DEM,567412.01,560986.04,518400.89
"MATIELLA, MARIA MARY",DEM,291497.47,291497.47,257223.37
"MATLOCK, JAMES LLOYD",REP,793229.01,792298.21,536479.01
"MATORY, LIZ",REP,39521.42,37409.68,31905
"MATORY, LIZ",REP,39521.42,37409.68,31905
"MATSUI, DORIS",DEM,1067180.03,1118818.56,248285.28
"MATSUNAGA, MATTHEW",DEM,0,0,0
"MATTA, TATIANA",DEM,116057.86,106342.6,94708.04
"MAURO, D.J.",UNK,823982.45,795460.82,247867
"MAURO, EDDIE J.",DEM,823982.45,795460.82,247867
"MAXWELL, JAMES T. DR",REP,994644.64,992387.55,479446.98
"MAXWELL, MATTHEW",REP,0,3529,0
"MAY, DONALD ROBERT LEE",REP,700,539.61,400
"MAYS, MARION DOUGLAS",REP,153164.7,153164.7,7714.7
"MAZEN, NADEEM A",DEM,0,0,0
"MAZESKI, KELLY",DEM,923500.75,922936.26,583560.57
"MCADAMS, BEN",DEM,3384889.76,3306517.59,2930904.77
"MCADAMS, RYAN A. MR.",REP,239418.39,238960.01,218559.56
"MCAFEE, JOHN DAVID",LIB,0,16430.5,0
"MCAFFREY, ALVIS",DEM,0,2077.9,0
"MCALLEN, ROMAN JAMES ALFRED",DEM,0,0,0
"MCALLISTER, VANCE MICHAEL",REP,0,254,0
"MCANDREW, DANIEL W",REP,0,2129,0
"MCARDLE, ANGELA E.",LIB,6713,2327,6613
"MCBATH, LUCIA KAY MS.",DEM,2704006.03,2485321.68,2316740.59
"MCBRIDE, WILLIAM",REP,0,0,0
"MCCALL, BRIAN MATTHEW",REP,325678.07,324533.08,184786
"MCCALL, JOSHUA BRAXTON",DEM,101015.51,94468.6,96183.51
"MCCALLUM, JOHN",REP,0,0,0
"MCCAMON, MIKE",DEM,180148.55,180147.93,41075.97
"MCCANN, JOHN JOSEPH MR. JR.",REP,937707.84,936653.3,380419.51
"MCCARTER, KYLE",REP,2000,5240.58,0
"MCCARTHY, JOHN",REP,115823.14,115823.14,2587.72
"MCCARTHY, KELLY",DEM,10610.08,10430.08,5610.08
"MCCARTHY, KEVIN",REP,8018574.59,8249321.58,609124.4
"MCCARTHY, MICHAEL MR.",DEM,118016.88,118016.88,8766.63
"MCCASKILL, CLAIRE",DEM,37714657.65,38254849.68,32029648.51
"MCCAUL, MICHAEL",REP,1826789.13,1870327.23,841328.96
"MCCAULEY, GREGORY MICHAEL",REP,270374.99,215002.51,151973.99
"MCCLELLAND, ERIN",DEM,2938.95,4185.89,50
"MCCLINTOCK, THOMAS",REP,1749596.79,1800346.86,1545489.13
"MCCLUNG, RUTH CRAWFORD",REP,0,4368.09,0
"MCCLURE, JESSICA",DEM,72676.29,76893.31,70779.02
"MCCLURE, WILLIAM A MR",REP,0,0,0
"MCCOLLUM, BETTY",DFL,934597.01,952969.49,432251.1
"MCCONNELL, JONATHAN EDWARD",REP,7132,7132,0
"MCCONNELL, JOSEPH",DEM,36182.63,36182.63,25157.63
"MCCONNELL, LIZZETTA HILL",DEM,5127,6021,5127
"MCCONNELL, MITCH",REP,3703218.82,1033207.14,1339011.5
"MCCORMICK, KAREN A DVM",DEM,976113.46,952913.55,875438.22
"MCCOTTER, THADDEUS G",REP,0,0,0
"MCCRACKEN, TRICIA CARPENTER",DEM,0,0,0
"MCCREADY, DANIEL",DEM,6671756.64,6333917.99,4882146.52
"MCDADE, MARK PETER",DEM,1100.6,1100.6,1100.6
"MCDANIEL, CHRISTOPHER BRIAN",REP,668705.67,660838.77,603300.67
"MCDEVITT, DAVID MALCOLM MR",DEM,744392.13,746851.91,32544.73
"MCDONALD, DARLENE",DEM,49924.53,48692.45,32520.51
"MCDONALD, RONNIE CHARLES",DEM,16283.93,16691.62,16283.93
"MCDONOUGH, PATRICK L",REP,59.19,16024.37,0
"MCDOWELL, JAN",DEM,108709.32,95507.42,103608.24
"MCEACHERN, DEAGLAN",DEM,273448.07,273176.49,246996.75
"MCEACHIN, ASTON DONALD",DEM,863818.58,931320.54,378196.56
"MCFADDEN, ELLIOTT JAMES",DEM,114019.7,114019.7,92191.3
"MCFADDEN, GARRICK ARVIN MR.",DEM,106613.44,106613.04,61794.33
"MCGEE, ANDREA LEIGH LEIGH",REP,238.55,189.87,100
"MCGINTY, JOHN",DEM,2239.82,1616.17,1978.82
"MCGINTY, KATHLEEN ALANA",DEM,375909.34,392226.89,0
"MCGLOWAN, ANGELA",REP,0,0,0
"MCGOVERN, JAMES P. MR.",DEM,1173938.02,1300429.75,572917.57
"MCGRATH, AMY",DEM,8619205.93,8351249.65,7596397.84
"MCHALE, JUDITH KEENAN",DEM,4845,3847.62,4145
"MCHENRY, PATRICK",REP,3768164.83,3897873.1,869217
"MCHUGH, JOHN M",REP,125.84,24158.07,0
"MCINNIS, JIMMY",DEM,0,0,0
"MCINTOSH, ELIJAH",DEM,33815.72,33790.58,26810.72
"MCINTYRE, MIKE REP.",DEM,0,255027.83,0
"MCKELLAR, SHIRLEY JONETTA  DR",DEM,48199.13,47552.69,46549.13
"MCKENNA, JOHN W",DEM,1640.45,1640.45,160
"MCKEON, DAVID OWEN",REP,77680.3,77680.3,63680.3
"MCKEON, HOWARD P ""BUCK""",REP,0,106925,0
"MCKINLEY, DAVID B. MR.",REP,1326586.14,1442439.97,451486.14
"MCKINLEY, TODD ALLEN",REP,54144.86,48947.96,25445.01
"MCLAUGHLIN, NATHANIEL WELTON JR",DEM,0,0,0
"MCLAURIN, JOSHUA IVAN",DEM,267,43735.39,267
"MCLEAY, BARTHOLOMEW L",REP,2000,852,0
"MCLEOD-SKINNER, JAMIE",DEM,1324502.54,1317791.68,1259888.09
"MCLEOD, DANIEL WRIGHT",REP,0,0,0
"MCLINKO, DOUG",REP,106985.62,104058.23,87985.62
"MCMAHAN, PAT",DEM,575,43.76,575
"MCMORRIS RODGERS, CATHY",REP,5863432,5739785,2805457
"MCMULLEN, JOHN A",REP,0,0,0
"MCMULLIN, EVAN / MINDY FINN",IND,21643.18,18495.32,11746.11
"MCMURRAY, NATHAN DOUGLAS",DEM,1387653.64,1364110.33,1156983.17
"MCNEIL, ANA",DEM,22974.64,22192.8,22104.64
"MCNEIL, JOHN P",DEM,0,1106.96,0
"MCNEILL, FRANK",DEM,713853.16,713853.16,614372.14
"MCNERNEY, GERALD MARK",DEM,1244066.27,1285784.91,788000.9
"MCPHERSON, BRUCE WILLIAM",REP,115084.79,115084.79,111834.79
"MCQUEEN, LEE",IND,1121.29,1009.62,842.6
"MCSALLY, MARTHA",REP,4204846.39,4480276.89,3344918.53
"MCSALLY, MARTHA",REP,21876369.89,20952576.27,16892830.21
"MCSWEENEY, DAVID",REP,26,26,26
"MCTEAGUE, DAVE",DEM,4.2,0,0
"MCVARISH, SCOTT",DEM,38075,38075,23075
"MEADOWS, MARK R",REP,1914489.21,1429053.41,1399208.83
"MEEHAN, MARTIN T",DEM,240,4197630.45,0
"MEEHAN, PATRICK L. MR",REP,1182992.77,1604100.83,274327.14
"MEEKS, GREGORY W.",DEM,1030879.34,1003125.77,253903.26
"MEIER, EDWARD",DEM,1016874.1,1016708.2,1007210.3
"MEJIA, KENNETH",GRE,145434.59,120225.78,145084.59
"MELSON, BOYD",DEM,102075.4,92996.26,99555.4
"MELTON, RIXI",DEM,5521.82,3866.34,4240.48
"MELUSKEY, ALEXANDER",REP,2126,8822,500
"MENDOZA, MATTHEW JAMES",REP,5840,280,140
"MENDOZA, SANDRA",DEM,17652.4,17647.02,8525
"MENENDEZ, ROBERT",DEM,9579191.36,11003884.46,6322437.03
"MENG, GRACE",DEM,1334791.29,1426994.05,956767.62
"MENOR, SCOTT A",DEM,4644,7831.96,617
"MENSING, DALE KENNETH",REP,4918,3729.25,1325
"MERCADO, JUAN",NNE,20004.62,19760.59,1004.62
"MERKLEY, JEFFREY ALAN",DEM,3824786.98,2855361.71,3638167.01
"MERRILL, MAXIMILIAN",REP,5200,5200,5200
"MESPLAY, KENT PHILIP",GRE,4260,4291,0
"MESSENGER, ANNE",DEM,150850.44,150850.44,105329.7
"MESSER, ALLEN LUCAS",REP,3058793,4100804.4,2071281
"MESSER, ALLEN LUCAS",REP,3058793,4100804.4,2071281
"MESSINA, PETER",REP,0,0,0
"MESSMER, JOHN P.",DEM,14657.22,14657.22,10083
"MESSMER, MINDI",DEM,132596.2,126942.65,119326.02
"METHVIN, MIMI",DEM,275005.05,262263.62,218685.21
"METSA, JASON",DFL,286672.16,286473.09,256226.16
"MEUSER, DANIEL",REP,2249960.51,2237302.26,513517.05
"MEYERS, LARRY MICHAEL",REP,15190,11271,13990
"MEZA, RAYMOND ANTHONY JR.",DEM,37504.16,61171.38,37504.16
"MICA, JOHN L. MR.",REP,7296.8,71906.7,0
"MICHAILIDIS, CONSTANTINOS",NNE,3213.39,3213.39,513.39
