cycle,race,state,candidates,endorsements
2018,House,Maine,Marty Grohman,"Local and statewide politicians
Linda Baker, former state senator (R-Topsham)[7]
Kerri Bickford, former state representative (R-Topsham)[7]
Joe Bruno, former state representative and former House Minority Leader (R-Raymond)[7]
Pamela Cahill, former state representative, former state senator, former Senate Minority Leader, (R-Woolwich) Republican candidate for Governor of Maine in 1994 former chair of the Maine Republican Party[7]
Alan Casavant, Mayor of Biddeford, former state representative (Democrat)[19]
Mark Ellis, former chair of the Maine Republican Party[7]
Karen Gerrish, state representative (R-Lebanon)[7]
Jon Kinney, state representative (R-Limington)[7]
Brian Langley, state senator (R-Ellsworth)[7]
Paul LePage, incumbent governor of Maine (Republican)[6]
Don Marean, state representative (R-Hollis)[7]
Les Otten, Republican candidate for Governor of Maine in 2010[7]
Tony Payne, former Maine Republican Party Executive Director[7]
David Rollins, Mayor of Augusta (Democrat)[19]
Tom Saviello, state senator (R-Farmington)[7]
Mary Small, former state representative, former state senator, former Senate Minority Leader (R-Bath)[7]
Ande Smith, Republican candidate for this seat in 2016[7]
Meredith Strang Burgess, former state representative (R-Cumberland)[7]
Karen Vachon, state representative (R-Scarborough)[7]
Amy Volk, state senator, Majority Whip (R-Scarborough)[19]
Nathan Wadsworth, state representative (R-Hiram)[7]
Karl Ward, state representative (R-Dedham)[7]
Mark Walker, Mayor of Hallowell (Republican)[7]
David Woodsome, state senator (R-Waterboro)[7]
Other individuals
Ben Gilman, John McCain presidential campaign, 2008 Maine state director, former staffer for Olympia Snowe[7]
Christie-Lee McNally, Donald Trump presidential campaign, 2016 Maine state director[7]
Ray Richardson, right-wing talk radio host[7]
Organizations
Sportsman's Alliance of Maine[20]
Unite America[21]
US Chamber of Commerce[22]"
2018,House,Maine,Jonathan Fulford (withdrawn),"Individuals
Ben Chin, Democratic nominee for Mayor of Lewiston, 2015 and 2017[28]
Organizations
Our Revolution[33]"
2018,House,Maine,Jared Golden,"State and local politicians
Robert Alley, State Representative[34]
Betty Austin, state representative[34]
Heidi Brooks, state representative[34]
Barbara Cardone, state representative[34]
Michael E. Carpenter, State Senator and former Maine Attorney General[34]
Robert Duchesne, state representative[34]
Michelle Dunphy, state representative[34]
Jessica L. Fay, state representative[34]
Aaron Frey, state representative[34]
Roger Fuller, state representative[34]
Sara Gideon, Speaker of the Maine House of Representatives[35]
Gay Grant, state representative[34]
James R. Handy, state representative[34]
Brian Hubbell, state representative[34]
Victoria Kornfield, state representative[34]
Walter Kumiega, state representative[34]
Nate Libby, state senator[34]
Louis Luchini, state representative[34]
Colleen Madigan, state representative[34]
John Madigan, state representative[34]
Danny Martin, state representative[34]
John L. Martin, state representative, former Speaker of the Maine House of Representatives[34]
David McCrea, state representative[34]
Gina Melaragno, state representative[34]
Catherine Nadeau, state representative[34]
Anne Perry, state representative[34]
Christina ""Tina"" Riley, state representative[34]
John Schneck, state representative[34]
Bettyann Sheats, state representative[34]
Stephen Stanley, state representative[34]
Ryan Tipping, state representative[34]
Stanley Paige Zeigler, state representative[34]
Other individuals
Amy Fried, political scientist[36]
Seth Moulton, U.S. Representative (D–MA)[37]
Local Democratic organizations
Androscoggin County Democratic Party[31]
Lewiston Democratic Party[38][39][31]
National organizations
American Association for Justice[34]
Common Defense[34]
Committee for an Effective Congress[34]
Congressional Progressive Caucus[40]
End Citizens United[34]
VoteVets.org[34]
Tech Solidarity[34]
Local and statewide organizations
Maine People's Alliance[41]
Trade Unions
BMDA, Local 3999, United Auto Workers[34]
IAM Local S7 Shipyard Communicator[34]
International Association of Machinists and Aerospace Workers[34]
International Association of Fire Fighters[34]
International Brotherhood of Electrical Workers Local 2327[34]
Maine AFL-CIO[42]
Maine State Council of Machinists[34]
Maine Trial Lawyers Association[34]
National Nurses United[43]
Professional Firefighters of Maine[34]
United Steelworkers District 4[34]"
2018,House,Maine,Lucas St. Clair,"Individuals
Jared Huffman, congressman for California's 2nd congressional district[44]
Tim Rich, businessman, former candidate for ME-02 in 2018[45]
Organizations
League of Conservation Voters[46]
Newspapers
Bangor Daily News[47]"
2018,House,Maine,Jared Golden,"National politicians
Joe Biden, former Vice President of the United States[66]
Barack Obama, former President of the United States[67]
Seth Moulton, Representative for Massachusetts's 6th Congressional district[34]
Brian Schatz, U.S. Senator (D-HI)[68]
Local and statewide politicians
Robert Alley, State Representative[34]
Betty Austin, state representative[34]
Heidi Brooks, state representative[34]
Barbara Cardone, state representative[34]
Michael E. Carpenter, State Senator and former Maine Attorney General[34]
Robert Duchesne, state representative[34]
Michelle Dunphy, state representative[34]
Jessica L. Fay, state representative[34]
Aaron Frey, state representative[34]
Roger Fuller, state representative[34]
Sara Gideon, Speaker of the Maine House of Representatives[35]
Gay Grant, state representative[34]
James R. Handy, state representative[34]
Brian Hubbell, state representative[34]
Victoria Kornfield, state representative[34]
Walter Kumiega, state representative[34]
Nate Libby, state senator[34]
Louis Luchini, state representative[34]
Colleen Madigan, state representative[34]
John Madigan, state representative[34]
Danny Martin, state representative[34]
John L. Martin, state representative, former Speaker of the Maine House of Representatives[34]
David McCrea, state representative[34]
Gina Melaragno, state representative[34]
Catherine Nadeau, state representative[34]
Anne Perry, state representative[34]
Christina ""Tina"" Riley, state representative[34]
Tom Saviello, state senator (Republican)[69][70]
John Schneck, state representative[34]
Bettyann Sheats, state representative[34]
Stephen Stanley, state representative[34]
Ryan Tipping, state representative[34]
Stanley Paige Zeigler, state representative[34]
Individuals
Amy Fried, political scientist[36]
Stephen King, author[71]
Martin Sheen, actor[72]
Trade unions
Maine AFL-CIO[34]
National Nurses United[34]
United Steelworkers[34]
International Brotherhood of Electrical Workers[34]
Professional Firefighters of Maine[34]
International Association of Fire Fighters[34]
Organizations
End Citizens United[34]
League of Conservation Voters[73]
Maine People's Alliance[41]
MoveOn.org[74]
Sierra Club[75]
VoteVets[34]
Media
Bangor Daily News[76]
Kennebec Journal[15]
Portland Phoenix[16]
Portland Press Herald[17]"
2018,House,Maine,Bruce Poliquin,"National politicians
Donald Trump, 45th President of the United States[77]
Local and statewide politicians
Susan Collins, US Senator (R-ME)[70]
Organizations
US Chamber of Commerce[78]
America First Action[79]
Sportsman's Alliance of Maine[80]
National Rifle Association[81]"
2018,House,Maryland,Dave Bishop,Red Maryland[16]
2018,House,Maryland,Roger Manno,"Organizations
IBEW Local Union 307
Maryland State and DC AFL-CIO
National Nurses United
Our Revolution
SEIU Local 500
UFCW Local 1994
Working Families Party"
2018,House,Maryland,Aruna Miller,"U.S. Senators
Kirsten Gillibrand (D-New York)[28]
U.S. Representatives
Ami Bera (D-CA-07)[28]
Pramila Jayapal (D-WA-07)[28]
Ro Khanna (D-CA-17)[28]
Raja Krishnamoorthi (D-IL-08)[28]
State-level officials
Kathleen Kennedy Townsend, Former Lieutenant Governor of Maryland[28]
State legislators
Erek Barron, State Delegate (Prince George's County)[28]
Kumar Barve, State Delegate (Montgomery County)[28]
Michael Busch, State Delegate (Anne Arundel County) and Speaker of the Maryland House of Delegates[28]
Kathleen M. Dumais, State Delegate (Montgomery County)[28]
David Fraser-Hidalgo, State Delegate (Montgomery County)[28]
Tawanna P. Gaines, State Delegate (Prince George's County)[28]
Shelly Hettleman, State Delegate (Baltimore County)[28]
Terri L. Hill, State Delegate (Howard County)[28]
Sheila Hixson, State Delegate (Montgomery County)[28]
Carolyn J. B. Howard, State Delegate (Prince George's County)[28]
Adrienne A. Jones, State Delegate (Baltimore County) and Speaker pro Tempore of the Maryland House of Delegates[28]
Organizations
ASPIRE PAC[28]
314 Action[28]
EMILY's List[28]
End Citizens United[28]
National Education Association[28]
Sierra Club[28]"
2018,House,Massachusetts,Rufus Gifford,"Politicians

Stephen DiNatale, Mayor of Fitchburg, Massachusetts[22]
Tim Kaine, U.S. Senator for Virginia[23]"
2018,House,Massachusetts,Dan Koh,"Organizations

Local 1421[24]

Politicians

Marty Walsh, Mayor of Boston[25]
Westford, Massachusetts Selectman Tom Clay[24]"
2018,House,Massachusetts,Barbara L'Italien,"Organizations

Massachusetts Nurses Association[24]"
2018,House,Massachusetts,Juana Matias,"Organizations

Justice Democrats[26]
BoldPAC[27]
Latino Victory Fund[27]

Politicians

Dan Rivera, Mayor of Lawrence[27]"
2018,House,Massachusetts,Lori Trahan,"Newspapers

The Boston Globe[28]
Boston Herald[29]
Lowell Sun[30]

Politicians

Tom Golden, state representative[31]
Rady Mom, state representative[31]
David Nangle, state representative[31]
Steve Zanni, Mayor of Methuen[32]
Marty Meehan, Former U.S. Representative and University of Massachusetts president"
2018,House,Massachusetts,Mike Capuano,"Federal politicians
Luis Gutiérrez, U.S. Representative (D-IL)[53]
John Lewis, U.S. Representative (D-GA)[54]
Joe Kennedy III, US Representative (D-MA)[55][56][57]
Katherine Clark, US Representative (D-MA).[57]
James McGovern, US Representative (D-MA).[57]
Stephen Lynch, US Representative (D-MA).[57]
Richard Neal, US Representative (D-MA).[57]
Maxine Waters, U.S. Representative (D-CA)[58]
Local and statewide politicians
Deval Patrick, former Governor of Massachusetts[59]
Joseph Boncore, state senator[60]
Adrian Madaro, state representative[60]
Carlo Basile, former state representative[60]
Marty Walsh, Mayor of Boston[61]
John Nucci, former Boston City Councilor[60]
Salvatore LaMattina, former Boston City Councilor[60]
Organizations
New England Regional Council of Carpenters[62]
Massachusetts Nurses Association[63]
Massachusetts Organization of State Engineers and Scientists[64]
Professional Fire Fighters of Massachusetts[65]
Bay State Stonewall Democrats[66]
Massachusetts Police Association[67]
National Committee to Preserve Social Security and Medicare[68]
Mass Retirees[68]
National Education Association[69]
Massachusetts Teachers Association[69]
American Federation of Teachers Massachusetts[70]
Congressional Black Caucus[71]
National Association of Realtors[72]
Massachusetts AFL–CIO[73]
Massachusetts Peace Action[74]
Human Rights Campaign[75]"
2018,House,Massachusetts,Ayanna Pressley,"Statewide and local politicians
Maura Healey, Massachusetts Attorney General[76]
Enio Lopez, Chelsea City Councilor[77]
Jair Rodriguez, Chelsea City Councilor[77]
Setti Warren, former Mayor of Newton[78]
Michelle Wu, Boston City Councilor[79]
Damali Vidot, Chelsea City Council President[77]
Individuals
John E. Walsh, former Chairman of the Democratic Party of Massachusetts[80]
Labor unions
International Brotherhood of Electrical Workers Local 103[81]
UNITE HERE Local 26[82]
Organizations
Brand New Congress[83]
Democracy for America[84]
Justice Democrats[83]
Progressive Massachusetts[85]
Newspapers and news websites
The Boston Globe[86]
The Boston Herald[87]"
2018,House,Michigan,George Franklin,"Statewide officials
James Blanchard, former Governor[20]
Jennifer Granholm, former Governor[20]
Individuals
Mark Bernstein, member of the University of Michigan Board of Regents[20]"
2018,House,Michigan,Andy Levin,"Federal officials
Rep. Dan Kildee, MI-5
Current and former State officials
Fmr. Gov. Jennifer Granholm"
2018,House,Michigan,Ellen Lipton,"Organizations
EMILY's List[32]"
2018,House,Michigan,Mike Kowall,"L. Brooks Patterson, Oakland County Executive[53]
Kurt Heise, Plymouth Township Supervisor[54]
Detroit Free Press[55]"
2018,House,Michigan,Lena Epstein (R),"Donald Trump, President of the United States[56]
Mike Pence, Vice President of the United States[57]
Dave Trott, U.S. Representative[54]
Susan B. Anthony List[58]
Maggie's List[59]
VIEW PAC[60]
The Detroit News[61]"
2018,House,Michigan,Brenda Jones,"U.S. Representatives
Rep. Brenda Lawrence (MI-14)
State legislators
State Rep. Sylvia Santana
Local officials
Mike Duggan, Mayor of Detroit
Warren Evans, Wayne County Executive
Eric Sabree, Wayne County Treasurer
Organizations
Michigan AFL-CIO
Communications Workers of America
United Automobile Workers
Notable individuals
Greg Mathis, Judge and television personality"
2018,House,Michigan,Rashida Tlaib,"U.S. Representatives
Rep. Pramila Jayapal (WA-7)
Rep. Ro Khanna (CA-17)
Former Rep. Mark Schauer (MI-7)
State legislators
State Rep. Stephanie Chang
Local officials
Ilona Varga, Wayne County Commissioner from District 4
Organizations
Justice Democrats
Democracy for America
People for Bernie
Progressive Change Campaign Committee
Climate Hawks Vote
Our Revolution
350 Action
End Citizens United
Clean Water Action
Individuals
Michael Moore, Filmmaker"
2018,House,Michigan,Coleman Young II,"State legislators
State Rep. Ken Daniels
State Rep. Fred Durhal III
State Rep. Bettie Cook Scott"
2018,House,Minnesota,Dan Feehan,"Federal politicians
Seth Moulton, U.S. Representative (D-MA)[8]
State officials
Vicki Jensen, former state senator[7]
Organizations
End Citizens United[9]
Human Rights Campaign[10]
NARAL Pro-Choice America[11]
Sierra Club[12]
VoteVets.org[13]"
